單字,詞性,詞根,中文解釋,例句1,例句2
skull,n.,skull- head,頭骨; 顱骨,He fractured his skull.,The skull and crossbones.
slam,n./v.,slam- strike,砰地關上; 猛擊; 砰地一聲,He slammed the door shut.,She slammed the book down.
slap,n./v./adv.,slap- strike,拍打; 掌摑; 拍打聲; 猛然,She gave him a slap on the face.,He slapped the table.
slavery,n.,slave- slave; -ery state/quality,奴隸制; 奴役,Slavery was abolished.,The abolition of slavery.
slot,n./v.,slot- opening,狹縫; 投幣口; 插入,He put the coin in the slot.,She slotted the key into the lock.
smash,v./n.,smash- break,粉碎; 猛擊; 破碎聲,He smashed the window.,The car was a total smash.
smog,n.,smog- smoke + fog,煙霧,The city was covered in smog.,Smog is a serious problem.
snatch,v./n.,snatch- seize,搶奪; 攫取; 片段,He snatched the bag from her hand.,She caught a snatch of their conversation.
sneak,v./n.,sneak- creep,偷偷地走; 潛行; 告密者,He sneaked out of the house.,She caught him in a sneak attack.
sniff,v./n.,sniff- smell,嗅; 聞; 嗅,The dog sniffed at the food.,She gave a sniff.
soak,v./n.,soak- steep,浸泡; 溼透; 浸泡,He soaked his feet in warm water.,The rain soaked his clothes.
soar,v.,soar- fly,翱翔; 猛增,The eagle soared in the sky.,Prices soared.
sob,n./v.,sob- cry,啜泣; 嗚咽; 啜泣,She let out a sob.,He sobbed uncontrollably.
sober,adj./v.,sober- serious,清醒的; 嚴肅的; 使清醒,He was sober after drinking.,The news sobered him.
soften,v.,soft- soft; -en make,軟化; 緩和,The rain softened the ground.,His words softened her anger.
sole,adj./n./v.,sol- alone,唯一的; 單獨的; 腳底; 獨佔,He was the sole survivor.,The sole of his shoe.
solo,n./adv./adj.,sol- alone,獨奏; 獨唱; 單獨地; 單獨的,She performed a solo.,He traveled solo.
sophisticated,adj.,soph- wise; -ist- skilled; -icate make/cause to be,複雜的; 精密的; 老練的,The system is very sophisticated.,She is a sophisticated woman.
sophomore,n.,soph- wise; -mor- foolish,大學二年級學生,He is a sophomore at college.,She is a sophomore.
souvenir,n.,sou- under; -ven- come,紀念品; 伴手禮,She bought a souvenir of her trip.,He collected souvenirs.
sovereignty,n.,sover- over; -eign- rule; -ty state/quality,主權; 君權,The country declared its sovereignty.,National sovereignty.
sow,v.,sow- scatter,播種; 散佈,He sowed the seeds.,She sowed doubt in his mind.
spacious,adj.,spac- space; -ious full of,寬敞的; 廣闊的,The room is spacious.,They have a spacious house.
sparkle,v./n.,spark- spark,閃耀; 閃光; 閃光,The diamond sparkled.,The sparkle in her eyes.
specialist,n.,spec- look; -ial- pertaining to; -ist person,專家; 專科醫生,He is a specialist in heart disease.,She consulted a specialist.
specialize,v.,spec- look; -ial- pertaining to; -ize make,專門從事; 專攻,He specializes in criminal law.,The company specializes in software development.
specialty,n.,spec- look; -ial- pertaining to; -ty state/quality,專業; 特長; 特產,His specialty is brain surgery.,The restaurant's specialty is seafood.
specify,v.,spec- look; -fic- make; -fy make,指定; 詳細說明,He specified the requirements.,She specified her preferences.
specimen,n.,spec- look; -imen- result,標本; 樣本,He collected plant specimens.,A blood specimen.
spectacular,adj./n.,spect- look; -ac- act; -ular pertaining to,壯觀的; 驚人的; 壯觀場面,The view was spectacular.,The fireworks display was spectacular.
spectator,n.,spect- look; -ator agent,觀眾; 旁觀者,The spectators cheered loudly.,The stadium was full of spectators.
spectrum,n.,spect- look,光譜; 範圍,The full spectrum of colors.,The political spectrum.
speculate,v.,spec- look; -ulate make/cause to be,推測; 投機,He speculated about the future.,She speculated on the stock market.
sphere,n.,sphere- ball,球體; 範圍; 領域,The Earth is a sphere.,The sphere of influence.
spicy,adj.,spice- spice; -y full of,辛辣的; 有香料味的,The food is very spicy.,He likes spicy food.
spine,n.,spine- thorn,脊椎; 書脊,He injured his spine.,The spine of the book.
sponge,n./v.,sponge- sponge,海綿; 海綿狀物; 用海綿擦拭,He cleaned the car with a sponge.,She sponged the water.
sponsor,n./v.,spon- promise; -sor agent,贊助商; 贊助,The company is a sponsor of the event.,They sponsored the concert.
sponsorship,n.,spon- promise; -sor agent; -ship state/quality,贊助; 資助,The event received corporate sponsorship.,He sought sponsorship for his project.
spouse,n.,spons- promise,配偶,He lives with his spouse.,She is his spouse.
squad,n.,squad- square,小隊; 小組,A police squad car.,The football squad.
squash,n./v.,squash- crush,南瓜; 壁球; 壓扁,She grew squash in her garden.,He squashed the bug.
squat,adj./n./v.,squat- crouch,蹲著的; 矮胖的; 蹲下,He was a squat man.,She squatted down.
stability,n.,stabil- stable; -ity state/quality,穩定; 穩固,The stability of the economy.,Political stability.
stack,n./v.,stack- pile,堆; 垛; 堆放,He had a stack of books on his desk.,She stacked the plates.
stain,n./v.,stain- dye,汙漬; 汙點; 弄髒,He had a coffee stain on his shirt.,The wine stained the tablecloth.
stake,n./v.,stake- post,樁; 賭注; 股份; 冒風險,He drove a stake into the ground.,He has a stake in the company.
stall,n./v.,stall- stand,貨攤; 畜欄; 拖延,She sold her goods at a stall.,The car stalled.
stance,n.,stan- stand; -ce result,立場; 姿態,He took a firm stance on the issue.,Her stance on abortion.
startle,v.,startle- start,使驚嚇; 使嚇一跳,The sudden noise startled her.,He was startled by the sound.
statistical,adj.,stat- stand; -ist- skilled; -ic- pertaining to; -al pertaining to,統計的; 統計學的,He uses statistical analysis.,Statistical data.
steer,v./n.,steer- guide,駕駛; 引導; 閹牛,He steered the car.,She steered the conversation.
stereotype,n./v.,stereo- solid; -type- type,刻板印象; 陳規; 形成刻板印象,He challenged the stereotype.,They stereotyped him.
stew,n./v.,stew- heat,燉菜; 燉; 悶熱,She made a beef stew.,The meat was stewed.
stimulate,v.,stimul- goad; -ate make/cause to be,刺激; 激勵,The coffee stimulated his mind.,The government stimulated the economy.
stimulus,n.,stimul- goad,刺激; 激勵物,The stimulus package helped the economy.,He responded to the stimulus.
stink,n./v.,stink- smell,惡臭; 臭味; 發臭,The garbage stank.,The room had a terrible stink.
stock,n.,stock- trunk,庫存; 股票; 儲備,The store has a large stock of goods.,He invested in stocks.
storage,n.,stor- store; -age act/state of,儲存; 儲藏室,The company has a large storage facility.,He put his belongings in storage.
straighten,v.,straight- straight; -en make,弄直; 整理,She straightened her hair.,He straightened up the room.
straightforward,adj.,straight- straight; forward- forward,直截了當的; 簡單的,His explanation was straightforward.,The task is straightforward.
strain,n./v.,strain- draw tight,緊張; 壓力; 拉傷; 勞損,He felt a lot of strain.,She strained her back.
strand,v./n.,strand- shore,擱淺; 困境; 股,The ship was stranded on the beach.,A strand of hair.
strap,n./v.,strap- band,帶子; 皮帶; 用帶子繫住,He fastened the strap.,She strapped the bag to her back.
strategic,adj.,strat- army; -eg- lead; -ic pertaining to,戰略的; 策略的,They made a strategic decision.,Strategic planning.
striking,adj.,strike- strike; -ing present participle,顯著的; 驚人的,She has a striking resemblance to her mother.,The painting is very striking.
structural,adj.,struct- build; -ur- act; -al pertaining to,結構的; 建築的,The building has structural problems.,Structural engineering.
stumble,v./n.,stumble- trip,絆倒; 蹣跚; 錯誤,He stumbled over a rock.,She made a stumble.
sturdy,adj.,sturdy- strong,堅固的; 結實的,The table is sturdy.,He is a sturdy man.
submit,v.,sub- under; -mit- send,提交; 服從,He submitted his report.,She submitted to his will.
subsequent,adj.,sub- under; -sequ- follow; -ent being,隨後的; 後來的,The subsequent events.,He died subsequent to the accident.
subsidy,n.,sub- under; -sid- sit; -y result of,補貼; 津貼,The government provides subsidies to farmers.,Agricultural subsidies.
substantial,adj.,sub- under; -stan- stand; -ial pertaining to,大量的; 實質性的,He made a substantial donation.,The house is substantial.
substitute,n./v.,sub- under; -stitut- stand,替代品; 替代; 代替,He used a substitute for sugar.,She substituted for the teacher.
subtle,adj.,sub- under; -tle- weave,微妙的; 細微的,He made a subtle distinction.,The subtle flavor.
suburban,adj.,sub- under; urb- city; -an pertaining to,郊區的; 郊外的,He lives in a suburban area.,Suburban development.
successor,n.,sub- under; -cess- go; -or agent,繼承人; 接替者,He was appointed as his successor.,The successor to the throne.
suite,n.,suit- follow,套房; 一套,They stayed in a luxury suite.,A suite of furniture.
superb,adj.,super- over; -erb- excellent,極好的; 卓越的,The food was superb.,He gave a superb performance.
superstition,n.,super- over; -stit- stand; -ion act/state of,迷信; 迷信觀念,He has a superstition about black cats.,Breaking a mirror is a superstition.
supervise,v.,super- over; -vis- see,監督; 管理,He supervises the team.,She supervises the project.
supervision,n.,super- over; -vis- see; -ion act/state of,監督; 管理,He works under close supervision.,The project requires careful supervision.
supervisor,n.,super- over; -vis- see; -or agent,主管; 監督人,He is her supervisor.,The supervisor approved the request.
supposedly,adv.,sup- under; -pos- put; -ed past participle; -ly in a manner,據說; 應該,He supposedly lives in London.,She is supposedly a genius.
supreme,adj.,suprem- highest,最高的; 至高無上的,The Supreme Court.,He has supreme power.
surplus,n./adj.,sur- over; -plus- more,剩餘; 過剩; 剩餘的,The country has a trade surplus.,There was a surplus of food.
surveillance,n.,sur- over; -veil- watch; -ance state/quality,監視; 偵察,The police kept him under surveillance.,Video surveillance.
suspend,v.,sus- under; -pend- hang,暫停; 懸掛,They suspended the meeting.,The lamp was suspended from the ceiling.
sustain,v.,sus- under; -tain- hold,維持; 支撐,He sustained serious injuries.,The pillars sustain the roof.
sustainable,adj.,sus- under; -tain- hold; -able capable of,可持續的; 可維持的,Sustainable development is important.,Sustainable energy.
swap,v./n.,swap- strike,交換; 交易; 交換,They swapped places.,He made a swap.
symbolic,adj.,sym- together; -bol- throw; -ic pertaining to,象徵性的; 象徵的,The dove is symbolic of peace.,The gesture was symbolic.
symptom,n.,sym- together; -ptom- fall,症狀; 徵兆,He has symptoms of the flu.,The symptoms of the disease.
syndrome,n.,syn- together; -drome- run,綜合症; 症候群,He suffers from a rare syndrome.,The syndrome is characterized by certain symptoms.
tackle,v.,tackle- seize,處理; 解決; 擒抱,He tackled the problem.,The football player tackled his opponent.
tactic(s),n.,tact- arrange; -ic pertaining to,戰術; 策略,They used a new tactic.,Military tactics.
tangle,n./v.,tangle- twist,纏結; 混亂; 纏結,Her hair was in a tangle.,The wires tangled.
tempt,v.,tempt- try,引誘; 誘惑,The delicious food tempted him.,She was tempted to buy the dress.
temptation,n.,tempt- try; -ation act/state of,誘惑; 引誘,He resisted the temptation.,The temptation to cheat.
terminal,n./adj.,term- end; -al pertaining to,終點站; 航站樓; 終末的; 致命的,The bus arrived at the terminal.,He has a terminal illness.
terrify,v.,terr- fear; -fy make,使恐懼; 恐嚇,The ghost story terrified her.,She was terrified.
testify,v.,test- witness; -fy make,作證; 證明,He testified in court.,She testified against him.
texture,n./v.,text- weave; -ure act/state of,質地; 紋理; 賦予質地,The fabric has a soft texture.,The artist textured the canvas.
theft,n.,theft- steal,偷竊; 盜竊,He was arrested for theft.,Car theft is common.
theology,n.,theo- god; -logy study of,神學,He studies theology.,Theology is the study of religion.
theoretical,adj.,theo- god; -ret- speak; -ical pertaining to,理論的; 理論上的,He has a theoretical understanding of the subject.,Theoretical physics.
therapist,n.,therap- heal; -ist person,治療師; 心理治療師,She sees a therapist.,He is a physical therapist.
therapy,n.,therap- heal; -y result of,治療; 療法,He is undergoing therapy.,Speech therapy.
thereby,adv.,there- there; by- by,因此; 從而,"He worked hard, thereby earning a promotion.",The new policy will thereby reduce costs.
thesis,n.,thes- put,論文; 論點,She wrote her master's thesis.,His thesis was controversial.
thigh,n.,thigh- leg,大腿,He injured his thigh.,She has strong thighs.
threshold,n.,thresh- door,門檻; 入口; 臨界點,He stood on the threshold of the house.,The threshold of pain.
thrill,n./v.,thrill- pierce,興奮; 刺激; 使興奮,He felt a thrill of excitement.,The roller coaster thrilled them.
thriller,n.,thrill- pierce; -er agent,驚悚片; 驚險小說,He loves watching thrillers.,The book is a psychological thriller.
thrive,v.,thrive- prosper,繁榮; 興旺,The business is thriving.,Plants thrive in good soil.
throne,n.,throne- seat,王座; 寶座,He ascended to the throne.,The king sat on his throne.
thrust,v./n.,thrust- push,推; 刺; 推力,He thrust the knife into the wall.,The thrust of the engine.
tick,n./v.,tick- sound,滴答聲; 勾號; 滴答作響,The clock made a loud tick.,He put a tick next to the correct answer.
tile,n./v.,tile- cover,瓷磚; 瓦片; 鋪瓷磚,The bathroom has ceramic tiles.,He tiled the floor.
tin,n./v.,tin- metal,錫; 罐頭; 鍍錫,The can is made of tin.,He tinned the copper wire.
toll,n./v.,toll- tax,通行費; 傷亡人數; 敲鐘,He paid the toll on the highway.,The war took a heavy toll.
torch,n./v.,torch- twist,火炬; 手電筒; 點燃,He carried a torch.,She shone a torch into the darkness.
torment,n./v.,torment- twist,折磨; 痛苦; 折磨,He suffered great torment.,The bullies tormented him.
tournament,n.,tourn- turn; -ment result of,錦標賽; 比賽,He won the tennis tournament.,They competed in a chess tournament.
toxic,adj.,tox- poison; -ic pertaining to,有毒的; 毒性的,Toxic chemicals are dangerous.,The waste is toxic.
trait,n.,trait- draw,特徵; 特點,He has many good traits.,A personality trait.
traitor,n.,trad- hand over; -or agent,叛徒; 賣國賊,He was branded a traitor.,The traitor betrayed his country.
transaction,n.,trans- across; -act- do; -ion act/state of,交易; 事務,He completed the transaction.,Online transactions are common.
transformation,n.,trans- across; -form- form; -ation act/state of,轉變; 變形,The transformation of the caterpillar into a butterfly.,The transformation of the city.
transit,n./v.,trans- across; -it- go,運輸; 過境; 運輸,Public transit is convenient.,The goods are in transit.
transition,n.,trans- across; -it- go; -ion act/state of,過渡; 轉變,The transition from childhood to adulthood.,The country is in a period of transition.
transmission,n.,trans- across; -miss- send; -ion act/state of,傳播; 傳輸; 變速器,The transmission of disease.,Radio transmission.
transparent,adj.,trans- across; -par- appear; -ent being,透明的; 清澈的,The glass is transparent.,His motives were transparent.
trauma,n.,trauma- wound,創傷; 精神創傷,He suffered severe trauma in the accident.,The psychological trauma.
treaty,n.,treat- draw,條約; 協定,They signed a peace treaty.,The treaty was ratified.
tribute,n.,tribute- give,貢品; 頌詞; 敬意,They paid tribute to the fallen soldiers.,The concert was a tribute to the singer.
trigger,n./v.,trigger- pull,扳機; 觸發; 引起,He pulled the trigger.,The event triggered a chain reaction.
trim,v./n./adj.,trim- cut,修剪; 整理; 整齊的,He trimmed the hedge.,The trim of the car.
triple,adj./v./n.,tri- three; -ple- fold,三倍的; 三重的; 使成三倍; 三倍,He scored a triple.,The company tripled its profits.
trivial,adj.,tri- three; -vi- way; -al pertaining to,瑣碎的; 微不足道的,He worried about trivial matters.,The problem was trivial.
trophy,n.,troph- food,獎盃; 戰利品,He won a trophy.,The hunting trophy.
tuition,n.,tuit- teach; -ion act/state of,學費; 教學,He paid his tuition fees.,The cost of tuition is high.
tumor,n.,tum- swell,腫瘤,He had a brain tumor.,The tumor was benign.
tuna,n.,tuna- fish,金槍魚,She ate a tuna sandwich.,He caught a tuna.
ultimate,adj./n.,ultim- last; -ate make/cause to be,最終的; 根本的; 終極,His ultimate goal is to be happy.,The ultimate truth.
uncover,v.,un- not; cover- cover,揭露; 發現,They uncovered the truth.,The archaeologists uncovered ancient ruins.
undergo,v.,under- under; go- go,經歷; 經受,He underwent surgery.,She underwent a transformation.
undergraduate,n.,under- under; grad- step; -ate make/cause to be,大學生; 本科生,She is an undergraduate student.,He is an undergraduate.
underline,v./n.,under- under; line- line,在...下面劃線; 強調; 下劃線,He underlined the important words.,The underline emphasized the text.
undermine,v.,under- under; mine- mine,破壞; 削弱,His constant criticism undermined her confidence.,The scandal undermined his authority.
undertake,v.,under- under; take- take,承擔; 保證,He undertook the task.,She undertook to finish the project.
undo,v.,un- not; do- do,解開; 撤銷; 破壞,He undid his shoelaces.,She undid the damage.
undoubtedly,adv.,un- not; doubt- doubt; -ed past participle; -ly in a manner,毫無疑問地; 確實地,He is undoubtedly the best player.,She is undoubtedly correct.
unemployment,n.,un- not; em- in; -ploy- fold; -ment result of,失業; 失業率,Unemployment is a major problem.,The unemployment rate is high.
unfold,v.,un- not; fold- fold,展開; 顯露,He unfolded the map.,The story unfolded slowly.
unlock,v.,un- not; lock- lock,開鎖; 解開,He unlocked the door.,She unlocked the secret.
unprecedented,adj.,un- not; pre- before; -cede- go; -ent being,前所未有的; 空前的,The situation is unprecedented.,He achieved unprecedented success.
update,n./v.,up- up; date- date,更新; 最新消息; 更新,He received an update on the project.,They updated the software.
upgrade,v./n.,up- up; grade- step,升級; 提升; 升級,They upgraded their computer system.,The software upgrade.
utility,n.,ut- use; -ility state/quality,效用; 公用事業,The utility of the tool.,Public utilities include water and electricity.
utilize,v.,ut- use; -ize make,利用; 使用,They utilized the available resources.,He utilized his skills.
vacuum,n./v.,vac- empty,真空; 吸塵器; 吸塵,The vacuum cleaner cleaned the floor.,He vacuumed the carpet.
vague,adj.,vag- wander,模糊的; 不明確的,He gave a vague answer.,The instructions were vague.
valid,adj.,val- strong; -id pertaining to,有效的; 正當的,His passport is valid for another year.,The argument is valid.
variable,n./adj.,vari- vary; -able capable of,變量; 可變的; 不定的,The experiment has many variables.,The weather is variable.
variation,n.,vari- vary; -ation act/state of,變化; 變異,There are many variations of the recipe.,Genetic variation.
vein,n.,vein- blood vessel,靜脈; 血管; 紋理,Blood flows through the veins.,The leaves have prominent veins.
vendor,n.,vend- sell; -or agent,小販; 供應商,The street vendor sold hot dogs.,The company is a software vendor.
venture,n./v.,vent- come,冒險; 風險; 冒險,He embarked on a new venture.,They ventured into the unknown.
venue,n.,ven- come,地點; 場所,The concert venue was packed.,They chose a new venue for the wedding.
verbal,adj./n.,verb- word; -al pertaining to,口頭的; 言語的; 動詞,He gave a verbal agreement.,Verbal communication.
verdict,n.,ver- true; -dict- say,判決; 裁決,The jury reached a verdict of guilty.,The verdict was unanimous.
version,n.,vers- turn; -ion act/state of,版本; 說法,He bought the latest version of the software.,Her version of the story.
versus,prep.,vers- turn,對抗; 與...相對,It's a match between good versus evil.,The case of Smith versus Jones.
vertical,adj./n.,vert- turn; -ical pertaining to,垂直的; 豎直的; 垂直線,Draw a vertical line.,The pole is vertical.
veteran,n.,veter- old,老兵; 經驗豐富者,He is a war veteran.,She is a veteran teacher.
via,prep.,via- way,通過; 經由,He traveled to London via Paris.,She sent the message via email.
viable,adj.,viv- live; -able capable of,可行的; 能存活的,The plan is not viable.,The business is viable.
vicious,adj.,vic- vice; -ious full of,惡毒的; 兇猛的,He made a vicious attack.,The dog was vicious.
viewer,n.,view- see; -er person,觀眾; 觀看者,The TV show has many viewers.,The art exhibition attracted many viewers.
viewpoint,n.,view- see; point- point,觀點; 看法,He expressed his viewpoint.,From my viewpoint.
vinegar,n.,vin- wine; egar- sour,醋,She added vinegar to the salad.,He used vinegar to clean the windows.
virtual,adj.,virtu- virtue; -al pertaining to,虛擬的; 實際上的,Virtual reality is a new technology.,He is the virtual leader of the group.
visa,n.,vis- see,簽證,He applied for a visa to the US.,She obtained a visa.
vocal,adj./n.,voc- call; -al pertaining to,聲音的; 歌唱的; 嗓音,He has a strong vocal talent.,Vocal music.
volcano,n.,volcan- Vulcan,火山,The volcano erupted.,Mount Vesuvius is a famous volcano.
vomit,n./v.,vomit- throw up,嘔吐; 嘔吐物; 嘔吐,He felt like he was going to vomit.,She vomited her dinner.
voucher,n.,vouch- call,代金券; 憑證,He used a voucher to get a discount.,The voucher is valid for one year.
vow,n./v.,vow- promise,誓言; 誓約; 發誓,He made a vow to protect her.,They exchanged vows.
vulnerable,adj.,vulner- wound; -able capable of,脆弱的; 易受攻擊的,He is vulnerable to criticism.,The system is vulnerable to attack.
warehouse,n./v.,ware- goods; house- house,倉庫; 貨棧; 儲存在倉庫,The company stores its goods in a warehouse.,They warehoused the products.
warrior,n.,war- war; -ior- person,戰士; 武士,He was a brave warrior.,The ancient warriors.
wary,adj.,war- aware,警惕的; 小心的,He was wary of strangers.,Be wary of false promises.
weird,adj.,weird- fate,奇怪的; 怪異的,He had a weird dream.,The situation was weird.
whatsoever,adj./pron.,what- what; so- so; ever- ever,任何; 絲毫,He had no doubt whatsoever.,There was no evidence whatsoever.
wheelchair,n.,wheel- wheel; chair- chair,輪椅,He uses a wheelchair.,She pushed him in his wheelchair.
whereabouts,n./adv.,where- where; about- about,下落; 行蹤; 在哪裡,His whereabouts are unknown.,Do you know his whereabouts?
whereas,conj.,where- where; as- as,然而; 鑑於,"He is tall, whereas his brother is short.","Whereas the first plan failed, the second succeeded."
whine,n./v.,whine- cry,抱怨; 牢騷; 抱怨,The child whined about the food.,He heard a dog whine.
widespread,adj.,wide- wide; spread- spread,廣泛的; 普遍的,The disease is widespread.,There was widespread support for the plan.
wig,n.,wig- periwig,假髮,She wore a wig.,He put on a wig.
wilderness,n.,wild- wild; -er- agent; -ness state/quality,荒野; 曠野,They got lost in the wilderness.,The vast wilderness.
wildlife,n.,wild- wild; life- life,野生動物; 野生生物,The forest is home to many wildlife.,Protecting wildlife is important.
windshield,n.,wind- wind; shield- shield,擋風玻璃,The windshield was cracked.,He cleaned the windshield.
wither,v.,wither- dry,枯萎; 衰弱,The flowers withered in the sun.,His hopes withered.
witty,adj.,wit- know; -ty full of,機智的; 風趣的,He made a witty remark.,She is a witty person.
workshop,n.,work- work; shop- shop,車間; 研討會,He works in a workshop.,They attended a workshop on writing.
worship,n./v.,worth- worth; ship- state/quality,崇拜; 敬奉; 崇拜,They worship God.,He worships his idol.
worthwhile,adj.,worth- worth; while- time,值得的; 有價值的,It was a worthwhile experience.,The effort was worthwhile.
worthy,adj.,worth- worth; -y full of,值得的; 有價值的,He is worthy of praise.,She is a worthy opponent.
yacht,n./v.,yacht- ship,遊艇; 駕駛遊艇,He owns a luxury yacht.,They yachted in the Mediterranean.
yield,v./n.,yield- give,生產; 屈服; 產量,The land yields a good harvest.,He refused to yield.
