單字,詞性,詞根,中文解釋,例句1,例句2
swift,adj.,swift- fast,迅速的; 敏捷的,He made a swift decision.,A swift current.
sword,n.,sword- weapon,劍; 刀,He carried a sword.,A knight with a sword.
tablet,n.,tab- board; -let- small,藥片; 碑; 平板電腦,He took a tablet for his headache.,A stone tablet.
tag,n./v.,tag- touch,標籤; 標記; 貼標籤,He put a tag on the luggage.,She tagged him in the photo.
tailor,n.,tailor- cut,裁縫; 裁縫師,He works as a tailor.,A custom-made suit.
talent,n.,talent- weight,天賦; 才華,He has a great talent for music.,She has many talents.
talkative,adj.,talk- talk; -ative tending to,健談的; 多嘴的,She is a very talkative person.,A talkative child.
tame,adj./v.,tame- domestic,馴服的; 溫順的; 馴服,The animal is tame.,He tamed the wild horse.
tangerine,n.,tangerine- fruit,橘子; 柑橘,She ate a tangerine.,A sweet tangerine.
tank,n.,tank- container,水箱; 坦克; 儲罐,He filled the tank with water.,A military tank.
tap,v./n.,tap- strike,輕敲; 輕拍; 水龍頭,He tapped on the door.,The water tap.
tasty,adj.,taste- taste; -y full of,美味的; 可口的,The food was tasty.,A tasty meal.
tease,v.,tease- vex,取笑; 戲弄; 挑逗,He teased her about her new haircut.,Don't tease the dog.
technical,adj.,techn- skill; -ic- pertaining to; -al pertaining to,技術的; 專業的,He has technical skills.,Technical support.
technique,n.,techn- skill; -ique- art,技術; 技巧,He has a good technique.,A new technique.
teenage,adj.,teen- teen; age- age,十幾歲的; 青少年的,Teenage girls are often interested in fashion.,Teenage years.
temper,n.,temper- mix,脾氣; 性情,He has a bad temper.,Lose your temper.
temporary,adj.,temp- time; -orary pertaining to,暫時的; 臨時的,He has a temporary job.,A temporary solution.
tend,v.,tend- stretch,傾向於; 照料,He tends to be late.,She tends to her garden.
tender,adj.,tend- stretch,溫柔的; 柔軟的; 嫩的,He has a tender heart.,Tender meat.
tent,n.,tent- cover,帳篷; 帳篷,They camped in a tent.,A camping tent.
terrific,adj.,terr- fear; -fic- make,極好的; 了不起的,He did a terrific job.,A terrific idea.
territory,n.,terr- earth; -itor- agent; -y result of,領土; 領域,The country's territory.,The disputed territory.
thankful,adj.,thank- thank; -ful full of,感謝的; 感激的,He was thankful for her help.,I'm thankful for your support.
theory,n.,the- put; -ory- result,理論; 學說,He developed a new theory.,The theory of relativity.
thirst,n.,thirst- dry,口渴; 渴望,He quenched his thirst.,A thirst for knowledge.
thread,n./v.,thread- string,線; 螺紋; 穿線,She sewed with a needle and thread.,The thread of the story.
threat,n.,threat- menace,威脅; 恐嚇,He received a death threat.,A serious threat.
threaten,v.,threat- menace; -en make,威脅; 恐嚇,He threatened to kill her.,The storm threatened to break.
thumb,n./v.,thumb- finger,拇指; 翻閱,He sucked his thumb.,She thumbed through the book.
tide,n.,tide- time,潮汐; 潮流,The tide is coming in.,The tide of public opinion.
tight,adj./adv.,tight- firm,緊的; 緊密地,His clothes are too tight.,Hold on tight.
tighten,v.,tight- firm; -en make,收緊; 繃緊,He tightened his grip.,The screws tightened.
timber,n.,timber- wood,木材; 木料,The house is built of timber.,Timber production.
tobacco,n.,tobacco- plant,菸草; 菸葉,He smokes tobacco.,Tobacco products.
ton,n.,ton- weight,噸,The truck can carry 10 tons.,A ton of bricks.
toss,v./n.,toss- throw,拋; 扔; 拋擲,He tossed the ball to her.,A toss of the coin.
tough,adj.,tough- strong,堅韌的; 困難的; 強硬的,The meat was tough.,It was a tough decision.
tourism,n.,tour- tour; -ism doctrine,旅遊業; 觀光,Tourism is an important industry.,Ecotourism.
tourist,n.,tour- tour; -ist person,遊客; 觀光客,Many tourists visit the city.,A tourist attraction.
tow,n./v.,tow- pull,拖; 牽引; 拖曳,The car was towed away.,A tow truck.
tower,n.,tower- high building,塔; 塔樓,The Eiffel Tower is a famous tower.,A clock tower.
trace,n./v.,trace- track,痕跡; 蹤跡; 追溯,He found a trace of blood.,They traced the call.
trader,n.,trade- trade; -er person,商人; 交易員,He is a stock trader.,A fair trader.
trail,n./v.,trail- drag,小徑; 蹤跡; 拖曳,He followed the trail.,The dog trailed the scent.
transport,n./v.,trans- across; -port- carry,運輸; 運送; 運輸,The goods were transported by truck.,Public transport.
traveler,n.,travel- travel; -er person,旅行者; 旅客,He is a frequent traveler.,A seasoned traveler.
tray,n.,tray- flat dish,托盤; 盤子,She carried a tray of drinks.,A serving tray.
trend,n.,trend- turn,趨勢; 傾向,The latest fashion trend.,A downward trend.
tribe,n.,tribe- division,部落; 宗族,Native American tribes.,A tribal leader.
tricky,adj.,trick- trick; -y full of,棘手的; 狡猾的,It's a tricky question.,A tricky situation.
troop,n.,troop- group,部隊; 軍隊; 群,The troops marched into battle.,A troop of monkeys.
tropical,adj.,trop- turn; -ical pertaining to,熱帶的; 熱帶的,Tropical fruits are delicious.,A tropical climate.
trumpet,n.,trumpet- horn,喇叭; 小號; 吹喇叭,He played the trumpet.,A brass trumpet.
trunk,n.,trunk- tree,樹幹; 象鼻; 行李箱,The elephant has a long trunk.,The trunk of a car.
truthful,adj.,truth- truth; -ful full of,誠實的; 真實的,He gave a truthful answer.,A truthful person.
tub,n.,tub- container,浴缸; 盆,He took a bath in the tub.,A hot tub.
tug,n./v.,tug- pull,拉; 拖; 猛拉,He gave a tug on the rope.,The tugboat pulled the ship.
tune,n./v.,tune- sound,曲調; 調子; 調音,He hummed a tune.,The piano is out of tune.
tunnel,n./v.,tunnel- tube,隧道; 坑道; 挖隧道,The train went through the tunnel.,They tunneled under the wall.
tutor,n./v.,tutor- guardian,導師; 家庭教師; 輔導,He hired a tutor for his son.,She tutored him in math.
twin,n.,twin- two,雙胞胎; 雙生子,She has a twin sister.,Twin brothers.
twist,n./v.,twist- turn,扭曲; 彎曲; 扭傷,He twisted his ankle.,The plot had a twist.
underlying,v.,under- under; lie- lie; -ing present participle,潛在的; 根本的,The underlying cause of the problem.,The underlying assumption.
underwear,n.,under- under; wear- wear,內衣; 內褲,He wore clean underwear.,Cotton underwear.
union,n.,un- one; -ion act/state of,聯盟; 工會; 聯合,The European Union.,A trade union.
unique,adj./n.,uni- one; -ique- art,獨特的; 獨一無二的; 獨一無二的人,He has a unique talent.,A unique opportunity.
unite,v.,un- one; -ite make/cause to be,聯合; 團結,They united against the enemy.,The two countries united.
unity,n.,un- one; -ity state/quality,團結; 統一,They worked for national unity.,The unity of the team.
urban,adj.,urb- city; -an pertaining to,城市的; 都市的,Urban areas are densely populated.,Urban development.
vacant,adj.,vac- empty; -ant being,空的; 空缺的,The seat is vacant.,A vacant position.
van,n.,van- wagon,貨車; 麵包車,He drove a delivery van.,A white van.
vanish,v.,van- empty; -ish make,消失; 不見,He vanished into thin air.,The fog vanished.
variety,n.,vari- vary; -ety state/quality,種類; 多樣性,He enjoys a variety of foods.,A wide variety.
various,adj.,vari- vary; -ous full of,各種各樣的; 不同的,He has various interests.,Various reasons.
vary,v.,vari- vary,變化; 改變,The prices vary.,The weather varies.
vase,n.,vase- vessel,花瓶; 瓶,She put flowers in a vase.,A glass vase.
vehicle,n.,veh- carry; -icle- small,車輛; 交通工具,He drives a vehicle.,A motor vehicle.
verse,n.,vers- turn,詩歌; 詩句; 韻文,He wrote a verse.,A Bible verse.
vest,n.,vest- garment,背心; 馬甲,He wore a vest.,A bulletproof vest.
victim,n.,vict- conquer,受害者; 犧牲品,He was a victim of the crime.,A victim of circumstance.
violence,n.,viol- force; -ence state/quality,暴力; 暴行,He condemned the violence.,Domestic violence.
violent,adj.,viol- force; -ent being,暴力的; 猛烈的,He has a violent temper.,A violent storm.
violet,adj./n.,viol- flower,紫羅蘭色的; 紫羅蘭,She wore a violet dress.,A bunch of violets.
visible,adj.,vis- see; -ible capable of,可見的; 明顯的,The stars were visible in the night sky.,The damage was visible.
vision,n.,vis- see; -ion act/state of,視力; 遠見; 幻象,He has good vision.,He has a clear vision for the future.
vitamin,n.,vit- life; -amin- amine,維生素,He takes vitamin supplements.,Vitamin C.
vivid,adj.,viv- live; -id pertaining to,生動的; 鮮明的,He gave a vivid description.,A vivid dream.
vocabulary,n.,voc- call; -abul- word; -ary pertaining to,詞彙; 詞彙量,He has a large vocabulary.,English vocabulary.
volleyball,n.,volley- flight; ball- ball,排球,He plays volleyball.,A volleyball game.
volume,n.,volv- roll; -ume- result,體積; 音量; 卷,The volume of the box.,Turn up the volume.
voter,n.,vot- vow; -er person,投票人; 選舉人,He is a registered voter.,Voter turnout.
wage(s),n.,wage- pledge,工資; 薪水,He earns a good wage.,Minimum wage.
wagon,n.,wag- move,四輪馬車; 貨車,He rode in a wagon.,A covered wagon.
wander,v./n.,wander- roam,漫步; 徘徊; 漫步,He wandered through the streets.,A wanderer.
warmth,n.,warm- warm; -th quality,溫暖; 熱情,He felt the warmth of the sun.,The warmth of her smile.
warn,v.,warn- caution,警告; 提醒,He warned her of the danger.,She warned him not to go.
waterfall,n.,water- water; fall- fall,瀑布,They visited a beautiful waterfall.,Niagara Falls.
wax,n./v.,wax- beeswax,蠟; 蠟燭; 打蠟,The candle is made of wax.,He waxed the floor.
weaken,v.,weak- weak; -en make,削弱; 變弱,The illness weakened him.,His resolve weakened.
wealthy,adj.,wealth- wealth; -y full of,富有的; 富裕的,He is a wealthy man.,A wealthy family.
weapon,n.,weapon- arm,武器; 兵器,He carried a weapon.,Nuclear weapons.
weave,v./n.,weave- interlace,編織; 紡織; 編織物,She wove a basket.,The spider wove a web.
web,n.,web- weave,網; 蜘蛛網; 萬維網,The spider spun a web.,The World Wide Web.
wed,v.,wed- marry,結婚; 嫁娶,They wed last year.,She wed him.
weed,n./v.,weed- plant,雜草; 野草; 除草,He pulled out the weeds.,She weeded the garden.
weekly,adj./adv./n.,week- week; -ly like,每週的; 每週; 週刊,He reads a weekly magazine.,She gets paid weekly.
weep,v.,weep- cry,哭泣; 流淚,She wept silently.,He wept tears of joy.
wheat,n.,wheat- grain,小麥; 麥子,Wheat is used to make bread.,Wheat fields.
whip,n./v.,whip- strike,鞭子; 鞭打; 攪打,He cracked the whip.,She whipped the cream.
whistle,n./v.,whistle- sound,口哨; 哨子; 吹口哨,He blew a whistle.,The train whistled.
wicked,adj.,wicked- evil,邪惡的; 惡毒的,He is a wicked man.,A wicked witch.
widen,v.,wide- wide; -en make,加寬; 變寬,They widened the road.,His eyes widened.
wipe,v./n.,wipe- rub,擦; 抹; 擦拭,He wiped the table.,She gave the counter a wipe.
wisdom,n.,wise- wise; -dom state/quality,智慧; 明智,He has great wisdom.,The wisdom of the ages.
wrap,v./n.,wrap- cover,包裹; 纏繞; 包裹,He wrapped the present.,A warm wrap.
wrist,n.,wrist- joint,手腕; 腕關節,He broke his wrist.,A wrist watch.
yearly,adj./adv.,year- year; -ly like,每年的; 每年,He receives a yearly bonus.,The yearly report.
yell,v./n.,yell- shout,叫喊; 吼叫; 叫喊,He yelled at her.,She let out a yell.
yolk,n.,yolk- yellow,蛋黃,The egg yolk is yellow.,Separate the yolk from the white.
youngster,n.,young- young; -ster- person,年輕人; 少年,He is a bright youngster.,Many youngsters attended the event.
zipper,n./v.,zip- sound,拉鍊; 拉上拉鍊,He closed his jacket with a zipper.,She zipped up her dress.
zone,n./v.,zone- belt,區域; 地帶; 劃分區域,The area is a no-parking zone.,They zoned the land for residential use.
