單字,詞性,詞根,中文解釋,例句1,例句2
rugged,adj.,rug- rough,崎嶇的; 堅固的,The terrain was rugged.,He has a rugged appearance.
ruthless,adj.,ruth- pity; -less without,無情的; 殘酷的,He was a ruthless dictator.,The company made ruthless cuts.
salute,n./v.,salut- health,敬禮; 致敬,He gave a military salute.,They saluted the flag.
salvage,v.,salv- save; -age act/state of,搶救; 打撈,They tried to salvage the sunken ship.,He salvaged some old furniture.
sanitation,n.,sanit- health; -ation act/state of,衛生; 環境衛生,Poor sanitation can cause disease.,They improved sanitation in the area.
savage,adj./n./v.,sav- wild,野蠻的; 殘酷的; 野蠻人; 猛烈抨擊,The savage beast attacked him.,He made a savage attack on his opponent.
scenic,adj.,scen- scene; -ic pertaining to,風景優美的; 景色的,The scenic route is beautiful.,They drove along the scenic coast.
scorn,n./v.,scorn- mock,輕蔑; 嘲笑; 蔑視,He treated her with scorn.,She scorned his offer.
scrape,v./n.,scrape- scratch,刮; 擦傷; 刮擦聲,He scraped his knee.,The car made a scraping sound.
screwdriver,n.,screw- screw; drive- drive; -er agent,螺絲刀,He used a screwdriver to tighten the screw.,She needed a screwdriver.
scroll,n./v.,scroll- roll,卷軸; 滾動,He unrolled the scroll.,She scrolled down the page.
scrutiny,n.,scrut- search; -iny state/quality,仔細審查; 監督,His actions came under scrutiny.,The plan faced close scrutiny.
sculptor,n.,sculpt- carve; -or agent,雕塑家,He is a famous sculptor.,The sculptor created a beautiful statue.
seagull/gull,n.,sea- sea; gull- gull,海鷗,Seagulls flew over the beach.,A gull landed on the roof.
seduce,v.,se- apart; -duc- lead,引誘; 誘惑,He tried to seduce her.,The promise of wealth seduced him.
selective,adj.,se- apart; -lect- choose; -ive tending to,選擇性的; 精挑細選的,He is very selective about his friends.,The school has a selective admission policy.
serene,adj.,serene- calm,寧靜的; 安詳的,The lake was serene.,She had a serene expression.
sergeant,n.,serg- serve,中士; 警官,He was promoted to sergeant.,The sergeant gave orders.
serial,adj.,ser- series; -ial pertaining to,連續的; 連載的,The book was published as a serial.,He is a serial killer.
sermon,n.,sermon- discourse,佈道; 說教,The minister delivered a sermon.,He gave a long sermon.
serving,n.,serve- serve; -ing act/state of,一份; 一份食物,He took a large serving of pasta.,The recipe makes four servings.
setback,n.,set- set; back- back,挫折; 倒退,The project suffered a setback.,They experienced a temporary setback.
shabby,adj.,shab- rough,破舊的; 寒酸的,He wore shabby clothes.,The house looked shabby.
sharpen,v.,sharp- sharp; -en make,削尖; 磨快,He sharpened his pencil.,The experience sharpened his skills.
shaver,n.,shave- shave; -er agent,剃鬚刀; 刮臉刀,He used an electric shaver.,She bought a new shaver.
shortcoming,n.,short- short; come- come; -ing act/state of,缺點; 短處,He has many shortcomings.,They discussed the shortcomings of the plan.
shortsighted,adj.,short- short; sight- sight; -ed having,近視的; 短視的,He is shortsighted.,It was a shortsighted decision.
shred,n./v.,shred- cut,碎片; 少量; 撕碎,He tore the paper to shreds.,She shredded the documents.
shriek,n./v.,shriek- scream,尖叫; 尖叫聲,She let out a shriek of terror.,The child shrieked with laughter.
shrub,n.,shrub- bush,灌木; 矮樹,The garden was full of shrubs.,He planted a shrub.
shuffle,v.,shuffle- drag,拖著腳走; 洗牌,He shuffled his feet.,She shuffled the cards.
shutter,n./v.,shut- shut; -er agent,百葉窗; 快門; 關閉,He closed the shutters.,The photographer pressed the shutter.
simplicity,n.,sim- one; -plic- fold; -ity state/quality,簡單; 樸素,The simplicity of the design was appealing.,She admired his simplicity.
simplify,v.,sim- one; -plic- fold; -fy make,簡化; 使簡單,They simplified the process.,He tried to simplify the explanation.
simultaneous,adj.,simul- together; -tane- stretch; -ous full of,同時發生的; 同時的,The two events were simultaneous.,They made a simultaneous attack.
skeptical,adj.,skept- doubt; -ical pertaining to,懷疑的; 不相信的,He was skeptical about her claims.,She had a skeptical look.
skim,v./n.,skim- glide,掠過; 瀏覽; 撇去,The bird skimmed the water.,She skimmed through the book.
slang,n./v.,slang- language,俚語; 俗語,He used a lot of slang.,The word is slang.
slash,v./n.,slash- cut,砍; 削減; 斜線,He slashed the price.,The company slashed jobs.
slaughter,n./v.,slaughter- kill,屠殺; 宰殺,The slaughter of innocent people.,They slaughtered the animals.
slay,v.,slay- kill,殺死; 屠殺,He slayed the dragon.,The hero slayed the monster.
sloppy,adj.,slop- loose,邋遢的; 馬虎的,He is a sloppy dresser.,His work was sloppy.
slum,n./v.,slum- dirty,貧民窟; 住在貧民窟,He grew up in a slum.,The area was slum-like.
slump,n./v.,slump- fall,暴跌; 衰退; 倒下,The economy went into a slump.,He slumped into a chair.
sly,adj.,sly- cunning,狡猾的; 詭秘的,He gave a sly smile.,She was as sly as a fox.
smuggle,v.,smuggle- sneak,走私; 偷運,They smuggled drugs across the border.,He smuggled cigarettes.
sneaker(s),n.,sneak- sneak,運動鞋; 膠底鞋,He wore sneakers.,She bought a new pair of sneakers.
sneaky,adj.,sneak- sneak; -y full of,鬼鬼祟祟的; 偷偷摸摸的,He gave her a sneaky look.,It was a sneaky trick.
sneeze,n./v.,sneeze- sneeze,噴嚏; 打噴嚏,He let out a loud sneeze.,She sneezed.
snore,v./n.,snore- sound,打鼾; 鼾聲,He snores loudly.,His snoring kept her awake.
sociable,adj.,soci- companion; -able capable of,好交際的; 友善的,She is a very sociable person.,He is not very sociable.
socialism,n.,soci- companion; -al- pertaining to; -ism doctrine,社會主義,He believes in socialism.,Socialism is an economic system.
socialist,n.,soci- companion; -al- pertaining to; -ist person,社會主義者,He is a socialist.,She is a socialist politician.
socialize,v.,soci- companion; -al- pertaining to; -ize make,社交; 交往,They socialized with their friends.,He likes to socialize.
sociology,n.,soci- companion; -ology study of,社會學,She studies sociology.,Sociology is the study of society.
solemn,adj.,solemn- serious,莊嚴的; 嚴肅的,He made a solemn promise.,The ceremony was solemn.
solidarity,n.,solid- solid; -arity state/quality,團結; 團結一致,They showed solidarity with the workers.,International solidarity.
solitary,adj./n.,sol- alone; -ary pertaining to,孤獨的; 獨居的; 隱士,He lived a solitary life.,The solitary tree stood on the hill.
solitude,n.,sol- alone; -itude state/quality,孤獨; 獨處,She enjoyed the solitude of the mountains.,He preferred solitude.
soothe,v.,soothe- calm,安撫; 減輕,She soothed the crying baby.,The music soothed his nerves.
sorrowful,adj.,sorrow- sorrow; -ful full of,悲傷的; 憂傷的,She had a sorrowful expression.,He felt sorrowful.
sovereign,adj./n.,sover- over; -eign- rule,主權的; 至高無上的; 君主,The country is a sovereign state.,The monarch is the sovereign.
spacecraft/spaceship,n.,space- space; craft/ship- ship,宇宙飛船,The spacecraft landed on Mars.,They traveled in a spaceship.
span,n./v.,span- stretch,跨度; 範圍; 跨越,The bridge has a long span.,His career spanned over 30 years.
sparrow,n.,sparrow- bird,麻雀,A sparrow landed on the window sill.,Sparrows are common birds.
spectacle,n.,spect- look; -acle result of,景象; 奇觀; 眼鏡,The sunset was a magnificent spectacle.,He made a spectacle of himself.
spiral,adj./n./v.,spir- coil,螺旋形的; 螺旋; 盤旋,The staircase was spiral.,The smoke spiraled upwards.
splendor,n.,splend- shine; -or state/quality,光輝; 壯麗,The splendor of the palace was amazing.,The natural splendor of the mountains.
spokesperson/ spokesman/ spokeswoman,n.,spoke- speak; person/man/woman- person,發言人,The spokesperson issued a statement.,She is the company's spokeswoman.
spontaneous,adj.,spon- of one's own accord; -ous full of,自發的; 自然的,His reaction was spontaneous.,They made a spontaneous decision.
sportsman/sportswoman,n.,sport- sport; man/woman- person,運動員,He is a good sportsman.,She is a talented sportswoman.
sportsmanship,n.,sport- sport; man- man; -ship state/quality,體育精神; 運動家風度,He showed good sportsmanship.,Fair play and sportsmanship.
spotlight,n./v.,spot- spot; light- light,聚光燈; 焦點; 突出,The singer was in the spotlight.,The issue was put in the spotlight.
spur,v./n.,spur- goad,刺激; 激勵; 馬刺,His words spurred her to action.,The award was a spur to his efforts.
stabilize,v.,stabil- stable; -ize make,使穩定; 穩定,They tried to stabilize the economy.,The patient's condition stabilized.
stagger,v./n.,stagger- sway,蹣跚; 搖晃; 錯開,He staggered out of the bar.,The news was a stagger to him.
staple,n./v.,staple- post,主食; 主要產品; 用訂書釘固定,Rice is a staple food in many countries.,He stapled the papers together.
starvation,n.,starve- starve; -ation act/state of,飢餓; 餓死,Many people died of starvation.,The country faced mass starvation.
statesman,n.,state- state; man- man,政治家; 國務活動家,He was a respected statesman.,She is a wise statesman.
stationary,adj.,stat- stand; -ion- place; -ary pertaining to,靜止的; 不動的,The car remained stationary.,The planet is stationary.
stationery,n.,stat- stand; -ion- place; -ery place,文具,She bought some stationery.,He needs new stationery.
stature,n.,stat- stand; -ure act/state of,身高; 聲望,He is a man of small stature.,She gained international stature.
statute,n.,stat- stand; -ute act/state of,法規; 章程,The new statute came into effect.,They violated the statute.
stepchild,n.,step- step; child- child,繼子/女,She loves her stepchild.,He has two stepchildren.
stepfather,n.,step- step; father- father,繼父,His stepfather is very kind.,She lives with her stepfather.
stepmother,n.,step- step; mother- mother,繼母,Her stepmother was cruel.,He has a stepmother.
stimulation,n.,stimul- goad; -ation act/state of,刺激; 激勵,The stimulation of the economy.,Mental stimulation is important.
strait,n.,strait- narrow,海峽; 困境,The ship sailed through the strait.,They were in dire straits.
strangle,v.,strangle- choke,勒死; 扼殺,He strangled her.,The weeds strangled the plants.
stray,adj./v./n.,stray- wander,迷路的; 走失的; 迷路,A stray dog wandered into the garden.,He strayed from the path.
stride,n./v.,stride- step,大步; 進展; 大步走,He took a long stride.,They made great strides in research.
stroll,n./v.,stroll- wander,散步; 漫步,They went for a stroll in the park.,She strolled along the beach.
stun,v.,stun- daze,使震驚; 使昏迷,The news stunned him.,He was stunned by the blow.
stutter,n./v.,stutter- stammer,口吃; 結巴,He has a slight stutter.,She stuttered her reply.
stylish,adj.,style- style; -ish like,時尚的; 有格調的,She is a very stylish woman.,He wears stylish clothes.
subjective,adj./n.,sub- under; -ject- throw; -ive tending to,主觀的; 主觀的,His opinion is subjective.,Art is subjective.
subordinate,adj./n./v.,sub- under; -ordin- order; -ate make/cause to be,下級的; 次要的; 下屬; 使從屬於,He is a subordinate officer.,She felt subordinate to him.
subscribe,v.,sub- under; -scrib- write,訂閱; 贊同,He subscribed to a magazine.,I subscribe to that view.
subscription,n.,sub- under; -scrib- write; -ion act/state of,訂閱; 訂購,He canceled his subscription.,The magazine requires a subscription.
subsidize,v.,sub- under; -sid- sit; -ize make,資助; 補貼,The government subsidizes farmers.,They subsidized the arts.
succession,n.,sub- under; -cess- go; -ion act/state of,繼承; 連續,The succession to the throne.,A succession of events.
successive,adj.,sub- under; -cess- go; -ive tending to,連續的; 相繼的,He won three successive games.,They had successive failures.
suffocate,v.,sub- under; -foc- throat; -ate make/cause to be,窒息; 悶死,He suffocated in the smoke.,The pillow suffocated him.
suitcase,n.,suit- suit; case- case,手提箱; 行李箱,He packed his suitcase.,She carried a heavy suitcase.
summon,v.,sum- together; -mon- warn,召喚; 召集,He summoned his courage.,The judge summoned the jury.
superficial,adj.,super- over; -fic- make; -ial pertaining to,膚淺的; 表面的,He has a superficial understanding of the subject.,The damage was superficial.
superintendent,n.,super- over; -intend- stretch; -ent being,主管; 負責人,The superintendent of police.,He is the superintendent of the building.
superiority,n.,super- over; -ior- higher; -ity state/quality,優越性; 優越感,He felt a sense of superiority.,The superiority of their technology.
superstitious,adj.,super- over; -stit- stand; -ious full of,迷信的; 迷信的,He is very superstitious.,She has a superstitious belief.
supplement,n./v.,sup- under; -ple- fill; -ment result of,補充; 增補,He takes vitamin supplements.,They supplemented their income.
suppress,v./n.,sup- under; -press- press,鎮壓; 抑制,The government suppressed the rebellion.,He suppressed a yawn.
surge,n./v.,surge- rise,浪湧; 激增; 洶湧,A surge of electricity.,The crowd surged forward.
surgical,adj.,surg- work; -ical pertaining to,外科的; 手術的,He underwent surgical treatment.,Surgical instruments.
surname,n.,sur- over; name- name,姓氏,His surname is Smith.,What is your surname?
surpass,v.,sur- over; -pass- pass,超越; 勝過,He surpassed all expectations.,She surpassed her rivals.
suspense,n.,sus- under; -pens- hang; -e result,懸念; 懸而未決,The movie was full of suspense.,He kept them in suspense.
suspension,n.,sus- under; -pens- hang; -ion act/state of,暫停; 懸浮; 懸架,The suspension of his license.,The car has a good suspension.
swamp,n./v.,swamp- wet land,沼澤; 淹沒,The area is a swamp.,The heavy rain swamped the fields.
swarm,n./v.,swarm- crowd,群; 蜂群; 群集,A swarm of bees attacked them.,The tourists swarmed the streets.
symbolize,v.,sym- together; -bol- throw; -ize make,象徵; 標誌,The dove symbolizes peace.,The flag symbolizes the nation.
symmetry,n.,sym- together; -metr- measure; -y result of,對稱; 勻稱,The building has perfect symmetry.,The symmetry of the design.
sympathize,v.,sym- together; -path- feel; -ize make,同情; 憐憫,She sympathized with his plight.,He sympathized with her feelings.
symphony,n.,sym- together; -phon- sound; -y result of,交響樂; 和諧,He conducted the symphony orchestra.,The symphony was beautiful.
synonym,n.,syn- together; -onym- name,同義詞,Big is a synonym of large.,He learned a list of synonyms and antonyms.
synthetic,adj./n.,syn- together; -thet- put; -ic pertaining to,合成的; 人造的; 合成物,Synthetic fibers are widely used.,The fabric is synthetic.
syrup,n.,syr- sweet,糖漿; 藥水,She poured syrup on her pancakes.,He took cough syrup.
tan,n./adj./v.,tan- brown,棕褐色; 曬黑; 曬成棕褐色,She had a nice tan.,He got a tan on vacation.
tedious,adj.,ted- weary; -ious full of,乏味的; 冗長的,The work was tedious.,He found the lecture tedious.
telecommunications,n.,tele- far; com- together; -mun- common; -ic- make; -ation act/state of,電信; 電信學,The telecommunications industry is growing.,He works in telecommunications.
teller,n.,tell- tell; -er person,出納員; 講述者,The bank teller counted the money.,She is a good storyteller.
tempo,n.,temp- time,速度; 節奏,The music had a fast tempo.,He increased the tempo of his work.
tenant,n./v.,ten- hold; -ant person,房客; 租客; 租用,The tenant paid the rent.,He tenants the apartment.
tentative,adj.,tent- stretch; -ative tending to,暫定的; 試驗性的,They made a tentative agreement.,He gave a tentative answer.
terrace,n./v.,terr- earth; -ace place,露臺; 陽臺; 梯田; 形成梯田,They sat on the terrace.,The house has a large terrace.
textile,n./adj.,text- weave; -ile pertaining to,紡織品; 紡織的,The factory produces textiles.,He works in the textile industry.
thereafter,adv.,there- there; after- after,之後; 以後,He left the company and thereafter started his own business.,"The event occurred, and thereafter things changed."
thermometer,n.,therm- heat; -meter- measure,溫度計,He took her temperature with a thermometer.,The thermometer showed a high reading.
tilt,n./v.,tilt- lean,傾斜; 傾向; 傾斜,The table had a slight tilt.,He tilted his head.
tiptoe,n./v.,tip- tip; toe- toe,腳尖; 踮著腳走,She walked on tiptoe.,He tiptoed into the room.
tiresome,adj.,tire- tire; -some full of,令人厭倦的; 煩人的,The journey was tiresome.,He found the conversation tiresome.
token,n.,token- sign,象徵; 標誌; 代幣,He gave her a token of his affection.,The token can be used in the machine.
tornado,n.,torn- turn,龍捲風,A tornado swept through the town.,The tornado caused widespread damage.
torrent,n.,torr- dry,洪流; 激流,A torrent of water rushed down the mountain.,He spoke in a torrent of words.
trademark,n.,trade- trade; mark- mark,商標; 標誌,The company registered its trademark.,The logo is a trademark.
transcript,n.,trans- across; -script- write,抄本; 副本,He requested a transcript of his grades.,The court reporter produced a transcript.
transmit,v.,trans- across; -mit- send,傳輸; 傳播,The radio transmits signals.,The disease can be transmitted through the air.
transplant,n./v.,trans- across; -plant- plant,移植; 移栽,He received a heart transplant.,They transplanted the tree.
treasury,n.,treas- treasure; -ury place,財政部; 金庫,The Treasury manages the country's finances.,The museum has a treasury of artifacts.
trek,n./v.,trek- pull,長途跋涉; 艱苦跋涉,They went on a long trek through the mountains.,He trekked across the desert.
trifle,n./v.,tri- three; fle- small,瑣事; 少量; 玩弄,Don't bother me with trifles.,He trifled with her feelings.
trillion,n.,tri- three; million- million,萬億; 兆,The national debt is in the trillions.,One trillion dollars.
tropic,n./adj.,trop- turn,熱帶; 熱帶的,The tropics are hot and humid.,He lives in the tropics.
trout,n.,trout- fish,鱒魚,He caught a trout in the river.,Trout is a freshwater fish.
trustee,n.,trust- trust; -ee person,受託人; 理事,He is a trustee of the charity.,The university has a board of trustees.
tuck,v./n.,tuck- fold,塞進; 褶; 藏匿處,He tucked the blanket around her.,She wore a dress with a tuck.
turmoil,n.,tur- turn; -moil- grind,騷亂; 混亂,The country was in political turmoil.,He felt a turmoil of emotions.
twilight,n.,twi- two; light- light,黃昏; 暮光,They walked in the twilight.,The twilight of his career.
twinkle,n./v.,twinkle- shine,閃爍; 閃光,The stars twinkled in the sky.,Her eyes had a twinkle.
unanimous,adj.,un- one; -anim- spirit; -ous full of,一致的; 全體同意的,The decision was unanimous.,They reached a unanimous agreement.
unconditional,adj.,un- not; con- together; -dit- give; -ion act/state of; -al pertaining to,無條件的; 絕對的,He gave her unconditional love.,They demanded unconditional surrender.
underestimate,v./n.,under- under; estimate- estimate,低估; 輕視,He underestimated the difficulty of the task.,It was a serious underestimate.
underneath,prep./adv./n./adj.,under- under; neath- beneath,在...下面; 在下面; 下面; 下面的,He found the key underneath the mat.,The cat was underneath the bed.
underpass,n.,under- under; pass- pass,地下通道; 地道,They walked through the underpass.,The underpass was flooded.
underway,adv.,under- under; way- way,在進行中; 在航行中,The project is underway.,The ship is underway.
unification,n.,un- one; -fic- make; -ation act/state of,統一; 聯合,The unification of Germany.,They worked for national unification.
unify,v.,un- one; -fy make,統一; 使一致,They tried to unify the country.,The goal was to unify the different factions.
unveil,v.,un- not; veil- veil,揭開; 公佈,They unveiled the new monument.,The company unveiled its new product.
upright,adv./adj./n.,up- up; right- right,直立的; 正直的; 垂直地; 直立,He stood upright.,She is an upright citizen.
uprising,n.,up- up; rise- rise; -ing act/state of,起義; 暴動,The uprising was suppressed.,There was a popular uprising.
upward,adj.,up- up; ward- direction,向上的; 上升的,The company showed an upward trend.,He looked at the upward slope.
upward/upwards,adv.,up- up; ward- direction,向上; 往上,He looked upward.,The smoke drifted upwards.
urgency,n.,urg- press; -ency state/quality,緊急; 緊迫,He stressed the urgency of the situation.,There was a sense of urgency.
usher,v./n.,usher- doorkeeper,引導; 領路; 引座員,He ushered them into the room.,The usher showed them to their seats.
utensil,n.,utens- use,器具; 用具,Kitchen utensils are essential.,He used a cooking utensil.
utter,adj./v.,utter- outer,完全的; 徹底的; 說出,He spoke in utter silence.,She uttered a cry.
vaccine,n.,vacc- cow,疫苗,He received a vaccine against the flu.,The vaccine prevents the disease.
vanilla,n.,vanilla- pod,香草; 香草味的,She added vanilla extract to the cake.,He ordered vanilla ice cream.
vanity,n.,van- empty; -ity state/quality,虛榮; 浮華,Her vanity was her downfall.,He was full of vanity.
vapor,n.,vapor- steam,蒸汽; 水汽,The water turned into vapor.,A cloud of vapor rose from the ground.
veil,n./v.,veil- cover,面紗; 遮蔽物; 遮蓋,She wore a veil over her face.,The fog veiled the mountains.
velvet,n./adj.,velvet- soft fabric,天鵝絨; 絲絨; 天鵝絨般的,She wore a velvet dress.,The fabric felt like velvet.
versatile,adj.,vers- turn; -atile capable of,多才多藝的; 多功能的,He is a versatile actor.,The tool is very versatile.
veterinarian/vet,n.,veterin- beast of burden,獸醫,She took her dog to the veterinarian.,He works as a vet.
veto,n./v.,veto- forbid,否決; 否決權,The president exercised his veto power.,He vetoed the bill.
vibrate,v.,vibr- shake; -ate make/cause to be,振動; 顫動,The phone vibrated.,The floor vibrated.
vibration,n.,vibr- shake; -ation act/state of,振動; 顫動,The vibration of the engine.,He felt a strong vibration.
vice,n.,vice- fault,惡習; 罪惡,Gambling is a vice.,He struggled with his vices.
victor,n.,vict- conquer; -or agent,勝利者; 優勝者,He was the victor in the race.,The victors celebrated.
vigor,n.,vig- lively,活力; 精力,He worked with great vigor.,She was full of vigor.
vigorous,adj.,vig- lively; -ous full of,精力充沛的; 有力的,He took vigorous exercise.,The debate was vigorous.
villa,n.,vill- country house,別墅; 鄉間別墅,They stayed in a beautiful villa.,He bought a villa in Italy.
villain,n.,vill- country house,反派; 惡棍,He played the villain in the movie.,The villain was defeated.
vine,n.,vine- vine,藤蔓; 葡萄藤,Grapes grow on vines.,The vine climbed up the wall.
vineyard,n.,vine- vine; yard- yard,葡萄園,They visited a vineyard.,The vineyard produces fine wine.
violinist,n.,viol- stringed instrument; -ist person,小提琴家,She is a talented violinist.,He is a concert violinist.
virgin,n./adj.,virg- maiden,處女; 處男; 純潔的,She is a virgin.,The virgin forest was untouched.
vitality,n.,vit- life; -ality state/quality,活力; 生命力,He was full of vitality.,The vitality of the economy.
vocation,n.,voc- call; -ation act/state of,職業; 使命,He found his true vocation.,Teaching is a noble vocation.
vocational,adj.,voc- call; -ation act/state of; -al pertaining to,職業的; 職業教育的,He received vocational training.,Vocational schools offer practical skills.
vowel,n.,vow- voice,元音; 元音字母,"A, E, I, O, U are vowels.",The word has two vowels.
wag,v./n.,wag- shake,搖擺; 搖動; 搖擺,The dog wagged its tail.,He gave a wag of his finger.
walnut,n.,wal- foreign; nut- nut,核桃,She ate a walnut.,He cracked a walnut.
ward,n./v.,ward- guard,病房; 監護; 避開,He was in the children's ward.,She warded off the attack.
wardrobe,n.,ward- guard; robe- robe,衣櫃; 衣櫥; 全部服裝,She has a large wardrobe.,He hung his clothes in the wardrobe.
warrant,n.,warrant- guarantee,逮捕令; 搜查令; 理由,The police had a warrant for his arrest.,There is no warrant for such an action.
warranty,n.,warrant- guarantee; -y result of,保修; 保證,The car comes with a three-year warranty.,He claimed under warranty.
waterproof,adj./v.,water- water; proof- resistant,防水的; 使防水,The jacket is waterproof.,He waterproofed his boots.
weary,adj./v.,weary- tired,疲倦的; 厭倦的; 使疲倦,He felt weary after the long journey.,She wearied of his complaints.
wharf,n./v.,wharf- bank,碼頭; 停泊,The ship docked at the wharf.,They tied the boat to the wharf.
whiskey/whisky,n.,whiskey- water of life,威士忌,He ordered a glass of whiskey.,She drank whisky.
wholesale,adj./adv./n./v.,whole- whole; sale- sale,批發的; 批發地; 批發; 批發銷售,He buys goods at wholesale prices.,They sell wholesale.
wholesome,adj.,whole- whole; -some full of,有益健康的; 有益身心的,He eats wholesome food.,The film has a wholesome message.
widow/widower,n.,widow- empty,寡婦; 鰥夫,She is a widow.,He is a widower.
withhold,v.,with- against; hold- hold,拒絕給予; 抑制,They withheld payment.,He withheld his approval.
woe,n.,woe- sorrow,悲哀; 痛苦,She expressed her woe.,The country was plunged into woe.
woodpecker,n.,wood- wood; peck- peck; -er agent,啄木鳥,A woodpecker tapped on the tree.,We heard a woodpecker.
workforce,n.,work- work; force- force,勞動力; 職工總數,The company has a large workforce.,The workforce is highly skilled.
wrestle,v./n.,wrestle- twist,摔跤; 搏鬥; 摔跤,He wrestled with his opponent.,She wrestled with the problem.
wrinkle,n./v.,wrinkle- fold,皺紋; 褶皺; 起皺紋,She had wrinkles around her eyes.,The fabric wrinkles easily.
yearn,v.,yearn- desire,渴望; 嚮往,She yearned for freedom.,He yearned to go home.
yoga,n.,yoga- union,瑜伽,She practices yoga every morning.,Yoga is good for relaxation.
yogurt,n.,yogurt- milk product,酸奶; 優格,She ate yogurt for breakfast.,He likes fruit yogurt.
zoom,v./n.,zoom- buzz,快速移動; 變焦; 嗡嗡聲,The car zoomed past.,He zoomed in on the image.
