單字,詞性,詞根,中文解釋,例句1,例句2
refer,v.,re- back; -fer- carry,提及; 參考; 提交,He referred to the book.,Please refer to the manual.
reference,n.,re- back; -fer- carry; -ence state/quality,參考; 提及; 推薦信,He made a reference to her.,The book is a good reference.
reflect,v.,re- back; -flect- bend,反射; 反映; 思考,The mirror reflected his image.,His actions reflect his beliefs.
reflection,n.,re- back; -flect- bend; -ion act/state of,反射; 反映; 思考,The reflection of the moon in the water.,He engaged in deep reflection.
reform,n./v.,re- back; -form- form,改革; 改進; 改革,They implemented a new reform.,He reformed the system.
refugee,n.,re- back; -fug- flee; -ee person,難民; 避難者,Many refugees fled the war.,He works with refugees.
refund,n./v.,re- back; -fund- pour,退款; 退還,He asked for a refund.,They refunded his money.
refusal,n.,re- back; -fus- pour; -al act/state of,拒絕; 拒絕,His refusal to cooperate.,She met his refusal with anger.
regarding,prep.,re- back; guard- guard; -ing present participle,關於; 有關,"Regarding your question, I have no answer.",He asked a question regarding the project.
register,v./n.,re- back; -gest- carry,註冊; 登記; 登記簿,He registered for the course.,The hotel register.
registration,n.,re- back; -gest- carry; -ation act/state of,註冊; 登記,The registration for the conference.,Vehicle registration.
regulate,v.,reg- rule; -ulate make/cause to be,管理; 調節,The government regulates the industry.,He regulated his breathing.
regulation,n.,reg- rule; -ulation act/state of,規定; 條例; 管理,They followed the regulations.,Traffic regulations.
rejection,n.,re- back; -ject- throw; -ion act/state of,拒絕; 駁回,He faced rejection.,The rejection of his proposal.
relaxation,n.,re- back; -lax- loose; -ation act/state of,放鬆; 休閒,He enjoys relaxation.,The relaxation of rules.
relevant,adj.,re- back; -lev- light; -ant being,相關的; 有關的,His comments were not relevant.,Relevant information.
relieve,v.,re- back; -lev- light,減輕; 緩解,The medicine relieved his pain.,She felt relieved.
reluctant,adj.,re- back; -luct- struggle; -ant being,不情願的; 勉強的,He was reluctant to go.,She gave a reluctant smile.
remark,n./v.,re- back; -mark- mark,評論; 意見; 評論,He made a remark about the weather.,She remarked on his appearance.
remarkable,adj.,re- back; -mark- mark; -able capable of,非凡的; 顯著的,He made a remarkable discovery.,A remarkable achievement.
remedy,n./v.,re- back; -med- heal,補救; 治療; 補救,There is no remedy for the common cold.,He remedied the situation.
renew,v.,re- back; new- new,更新; 恢復,He renewed his passport.,They renewed their friendship.
repetition,n.,re- back; -pet- seek; -ition act/state of,重複; 反覆,The repetition of the word.,He found the repetition boring.
representation,n.,re- back; -present- show; -ation act/state of,代表; 表現; 陳述,The representation of women in politics.,The artistic representation.
reputation,n.,re- back; -put- think; -ation act/state of,名譽; 聲譽,He has a good reputation.,The company's reputation.
rescue,n./v.,re- back; -scue- save,營救; 救援; 營救,He came to her rescue.,They rescued the cat.
research,n./v.,re- back; -search- seek,研究; 調查; 研究,He conducts research on cancer.,Scientific research.
researcher,n.,re- back; -search- seek; -er person,研究員; 調查員,He is a research scientist.,The researchers published their findings.
resemble,v.,re- back; -sembl- seem,相似; 像,He resembles his father.,The two paintings resemble each other.
reservation,n.,re- back; -serv- keep; -ation act/state of,預訂; 保留; 保護區,He made a reservation for dinner.,She expressed her reservations.
resign,v.,re- back; -sign- mark,辭職; 放棄,He resigned from his job.,She resigned herself to her fate.
resignation,n.,re- back; -sign- mark; -ation act/state of,辭職; 辭呈; 順從,He submitted his resignation.,Her resignation was accepted.
resistance,n.,re- back; -sist- stand; -ance state/quality,抵抗; 阻力,He met with strong resistance.,Drug resistance.
resolution,n.,re- back; -solut- free/loose; -ion act/state of,決心; 決議; 分辨率,He made a New Year's resolution.,The UN passed a resolution.
resolve,v./n.,re- back; -solv- loosen,解決; 決心; 決議,He resolved the problem.,She showed great resolve.
respectable,adj.,re- back; -spect- look; -able capable of,可敬的; 體面的,He is a respectable member of the community.,A respectable income.
respectful,adj.,re- back; -spect- look; -ful full of,尊敬的; 恭敬的,He was respectful to his elders.,A respectful silence.
restore,v.,re- back; -stor- store,恢復; 修復,They restored the old building.,He restored order.
restriction,n.,re- back; -strict- draw tight; -ion act/state of,限制; 約束,There are restrictions on smoking.,Travel restrictions.
retain,v.,re- back; -tain- hold,保留; 保持,He retained his composure.,The company retained its employees.
retire(ment),v./(n.),re- back; -tire- draw; -ment result of,退休; 退役; 退休,He retired from his job.,He enjoys his retirement.
retreat,n./v.,re- back; -tract- draw,撤退; 退卻; 撤退,The army retreated.,He retreated into his shell.
reunion,n.,re- back; un- one; -ion act/state of,團聚; 重聚,They had a family reunion.,A class reunion.
revenge,n./v.,re- back; -venge- punish,報復; 復仇; 報復,He sought revenge.,She took revenge on him.
revise,v.,re- back; -vis- see,修改; 修正,He revised his essay.,They revised the plan.
revision,n.,re- back; -vis- see; -ion act/state of,修改; 修正; 複習,The book is undergoing revision.,He did some revision for the exam.
revolution,n.,re- back; -volv- roll; -ion act/state of,革命; 旋轉,The Industrial Revolution.,The Earth's revolution around the sun.
revolutionary,adj./n.,re- back; -volv- roll; -ion act/state of; -ary pertaining to,革命的; 革命者,He is a revolutionary leader.,Revolutionary ideas.
reward,n./v.,re- back; -ward- guard,報酬; 獎勵; 獎勵,He received a reward for his honesty.,They rewarded him for his efforts.
rhyme,n./v.,rhyme- rhythm,押韻; 韻律; 押韻,The poem has a good rhyme scheme.,The words rhyme.
rhythm,n.,rhythm- flow,節奏; 韻律,The rhythm of the music.,He has a good sense of rhythm.
riddle,n.,riddle- guess,謎語; 難題,He told a riddle.,The riddle was difficult to solve.
robber,n.,rob- rob; -er person,強盜; 搶劫犯,The robber stole his money.,The police caught the robber.
romance,n.,roman- Roman,浪漫; 浪漫史,He loves romance novels.,Their romance blossomed.
route,n./v.,route- way,路線; 途徑; 安排路線,He took the shortest route.,The bus route.
ruin,v./n.,ruin- fall,毀壞; 廢墟; 毀滅,The war ruined the city.,The ancient ruins.
rural,adj.,rur- country; -al pertaining to,鄉村的; 田園的,He lives in a rural area.,Rural life.
rusty,adj.,rust- rust; -y full of,生鏽的; 遲鈍的,The old car was rusty.,His English is rusty.
sacrifice,n./v.,sacr- holy; -fic- make,犧牲; 獻祭; 犧牲,He made a great sacrifice.,They sacrificed their lives for their country.
satellite,n.,satell- attendant,衛星; 衛星國,"The Earth has one natural satellite, the moon.",A communication satellite.
satisfaction,n.,satis- enough; -fact- make; -ion act/state of,滿意; 滿足,He expressed his satisfaction.,Customer satisfaction.
scarcely,adv.,scarce- scarce; -ly in a manner,幾乎不; 簡直不,He scarcely ever goes out.,I scarcely know him.
scenery,n.,scen- scene; -ery result of,風景; 景色,The scenery is beautiful.,Mountain scenery.
scold,v./n.,scold- blame,責罵; 訓斥; 責罵,She scolded him for his bad behavior.,He received a scold.
scoop,n./v.,scoop- ladle,勺子; 一勺; 舀,He scooped ice cream into a bowl.,The news was a scoop.
scratch,n./v.,scratch- scrape,刮痕; 抓痕; 抓,He had a scratch on his arm.,The cat scratched him.
sculpture,n./v.,sculpt- carve; -ure act/state of,雕塑; 雕刻; 雕刻,He created a beautiful sculpture.,The artist sculptured the clay.
secure,v./adj.,se- apart; -cur- care,獲得; 保護; 安全的,He secured a loan.,The building is secure.
seize,v.,seize- grasp,抓住; 奪取,He seized the opportunity.,The police seized the drugs.
settler,n.,set- set; -tle- place; -er person,定居者; 殖民者,The early settlers came from Europe.,The new settlers.
severe,adj.,sever- strict,嚴厲的; 嚴重的,He received a severe punishment.,A severe headache.
sew,v.,sew- stitch,縫紉; 縫合,She sewed a dress.,He sewed a button on his shirt.
shade,n./v.,shade- shadow,陰影; 遮蔽; 遮蔽,He sat in the shade of a tree.,The trees shaded the house.
shady,adj.,shade- shadow; -y full of,陰涼的; 可疑的,The shady side of the street.,A shady character.
shameful,adj.,shame- shame; -ful full of,可恥的; 丟臉的,His behavior was shameful.,A shameful act.
shave,v./n.,shave- cut,刮臉; 剃鬚; 刮臉,He shaved his beard.,He needs a shave.
shelter,n./v.,shelter- cover,庇護所; 遮蔽; 庇護,They sought shelter from the rain.,The trees sheltered them.
shift,n./v.,shift- move,轉移; 轉變; 輪班,He shifted his weight.,The shift in public opinion.
sightseeing,n.,sight- sight; see- see; -ing act/state of,觀光; 遊覽,They went sightseeing in London.,A sightseeing tour.
signature,n./adj.,sign- mark; -ature- act,簽名; 署名; 標誌性的,He put his signature on the document.,The song is his signature tune.
significance,n.,sign- mark; -fic- make; -ance state/quality,意義; 重要性,The significance of the event.,The historical significance.
sincerity,n.,sincer- pure; -ity state/quality,真誠; 誠懇,He spoke with sincerity.,Her sincerity was evident.
singular,adj./n.,singul- single; -ar pertaining to,單數的; 非凡的; 單數,The word "cat" is singular.,He has a singular talent.
site,n./v.,site- place,地點; 場所; 選址,The construction site.,They sited the new factory.
sketch,n./v.,sketch- draw,素描; 草圖; 素描,He drew a sketch of the landscape.,She sketched a portrait.
skyscraper,n.,sky- sky; scrape- scrape; -er agent,摩天大樓,New York City has many skyscrapers.,The skyscraper is very tall.
slight,adj./n./v.,slight- thin,輕微的; 細小的; 輕視,He made a slight mistake.,She gave him a slight.
slogan,n.,slogan- battle cry,標語; 口號,The company's slogan is "Just Do It".,Political slogans.
socket,n.,sock- shoe,插座; 窩,He plugged the lamp into the socket.,The eye socket.
software,n.,soft- soft; ware- goods,軟件,Computer software is expensive.,He installed new software.
solar,adj.,sol- sun; -ar pertaining to,太陽的; 太陽能的,The solar system.,Solar power.
spade,n.,spade- shovel,鏟; 鐵鍬,He dug a hole with a spade.,A deck of cards has spades.
spare,adj./v./n.,spare- save,備用的; 空閒的; 饒恕; 備用零件,He has a spare tire.,He has no spare.
spark,n./v.,spark- flash,火花; 閃光; 激發,A spark ignited the fire.,His words sparked a debate.
spear,n./v.,spear- throw,矛; 槍; 刺,He carried a spear.,The fisherman speared a fish.
species,n.,spec- look,物種; 種類,Many species of animals live in the forest.,Endangered species.
spiritual,adj.,spir- breathe; -it- spirit; -ual pertaining to,精神的; 靈魂的,He is a spiritual person.,Spiritual beliefs.
splendid,adj.,splend- shine; -id pertaining to,輝煌的; 華麗的,He made a splendid effort.,A splendid view.
split,v./n.,split- divide,分裂; 分開; 裂縫,They split the bill.,There was a split in the party.
sprinkle,v./n.,sprinkle- scatter,灑; 撒; 少量,She sprinkled sugar on the cake.,A sprinkle of rain.
stab,n./v.,stab- pierce,刺; 戳; 刺傷,He received a stab wound.,She stabbed him with a knife.
statistic(s),n.,stat- stand; -ist- skilled; -ic- pertaining to,統計數據; 統計學,The statistics show a rise in crime.,He studies statistics.
status,n.,stat- stand; -us result,地位; 身份; 狀況,His social status is high.,The legal status of the document.
stem,n./v.,stem- trunk,莖; 幹; 源於; 阻止,The stem of a flower.,The problem stems from a lack of communication.
stereo,n.,stereo- solid,立體聲; 立體聲收音機,He listened to music on his stereo.,A stereo system.
stingy,adj.,sting- prick; -y full of,吝嗇的; 小氣的,He is very stingy.,Don't be stingy.
stocking(s),n.,stock- trunk; -ing act/state of,長襪; 襪子,She wore silk stockings.,Christmas stockings.
strengthen,v.,strong- strong; -en make,加強; 鞏固,They strengthened their defenses.,The exercise strengthened his muscles.
stripe,n.,stripe- line,條紋; 條帶,The zebra has black and white stripes.,A striped shirt.
strive,v.,strive- struggle,努力; 奮鬥,He strives for perfection.,She strives to be the best.
stroke,n./v.,stroke- strike,中風; 筆畫; 撫摸,He suffered a stroke.,The artist made a bold stroke.
submarine,n./adj.,sub- under; mar- sea; -ine pertaining to,潛水艇; 海底的,The submarine dived deep.,A submarine cable.
sue,v.,sue- follow,起訴; 控告,He sued the company for damages.,She threatened to sue him.
suggestion,n.,sug- under; -gest- carry; -ion act/state of,建議; 提議,He made a suggestion.,Her suggestion was accepted.
summarize,v.,sum- sum; -mar- sea; -ize make,總結; 概括,He summarized the main points.,She summarized the article.
surgeon,n.,surg- work; -eon- agent,外科醫生,He is a heart surgeon.,The surgeon performed the operation.
surgery,n.,surg- work; -ery result of,外科手術; 外科,He underwent surgery.,Plastic surgery.
surrender,v./n.,sur- over; -render- give,投降; 放棄; 投降,They surrendered to the enemy.,The surrender of the city.
surroundings,n.,sur- over; -round- round; -ing act/state of,環境; 周圍,He enjoys his surroundings.,The natural surroundings.
suspicious,adj.,sus- under; -spic- look; -ious full of,可疑的; 懷疑的,He was suspicious of her motives.,A suspicious package.
sway,n./v.,sway- swing,搖擺; 影響; 搖擺,The trees swayed in the wind.,He was swayed by her arguments.
syllable,n.,syl- together; -lab- take,音節,The word "beautiful" has three syllables.,He pronounced each syllable clearly.
sympathetic,adj.,sym- together; -path- feel; -etic pertaining to,同情的; 贊同的,He was sympathetic to her plight.,A sympathetic ear.
sympathy,n.,sym- together; -path- feel; -y result of,同情; 憐憫,He expressed his sympathy.,She felt sympathy for him.
systematic,adj.,sys- together; -stem- stand; -atic pertaining to,系統的; 有條理的,He has a systematic approach to his work.,A systematic review.
technician,n.,techn- skill; -ic- pertaining to; -ian person,技術員; 技師,He works as a computer technician.,A lab technician.
technological,adj.,techn- skill; -log- word/reason; -ical pertaining to,技術的; 科技的,Technological advancements.,Technological innovation.
telegraph,n./v.,tele- far; -graph- write,電報; 電報; 打電報,He sent a telegram.,The telegraph line.
telescope,n.,tele- far; -scope- look,望遠鏡,He looked at the stars through a telescope.,A powerful telescope.
tendency,n.,tend- stretch; -ency state/quality,傾向; 趨勢,He has a tendency to procrastinate.,The tendency to overeat.
tense,adj./v.,tens- stretch,緊張的; 拉緊的; 緊張,He felt tense before the exam.,The rope was tense.
tension,n.,tens- stretch; -ion act/state of,緊張; 張力,The tension in the room was palpable.,Muscle tension.
terror,n.,terr- fear,恐怖; 驚恐,He felt a sense of terror.,The reign of terror.
theme,n.,the- put,主題; 題目,The theme of the book is love.,The main theme of the conference.
thorough,adj.,thorough- through,徹底的; 詳盡的,He did a thorough job.,A thorough investigation.
thoughtful,adj.,thought- think; -ful full of,體貼的; 深思熟慮的,He is a thoughtful person.,A thoughtful gift.
tickle,v./n.,tickle- touch,撓癢; 逗樂; 撓癢,He tickled her feet.,She felt a tickle in her throat.
timetable,n.,time- time; table- table,時間表; 課程表,He checked the train timetable.,The school timetable.
timid,adj.,timid- fear,膽小的; 羞怯的,He is a timid person.,A timid smile.
tolerable,adj.,toler- bear; -able capable of,可容忍的; 尚可的,The pain was tolerable.,The conditions were barely tolerable.
tolerance,n.,toler- bear; -ance state/quality,寬容; 忍耐,He showed great tolerance.,Drug tolerance.
tolerant,adj.,toler- bear; -ant being,寬容的; 容忍的,He is tolerant of other people's views.,A tolerant society.
tolerate,v.,toler- bear; -ate make/cause to be,容忍; 忍受,He cannot tolerate injustice.,She tolerated his bad behavior.
tomb,n.,tomb- grave,墳墓; 墓穴,The ancient tomb was discovered.,The tomb of the unknown soldier.
tortoise,n.,tort- twist,烏龜; 陸龜,The tortoise moved slowly.,A pet tortoise.
torture,n./v.,tort- twist,折磨; 拷問; 折磨,He suffered torture.,They tortured the prisoner.
tragedy,n.,trag- goat; -edy- song,悲劇; 災難,The accident was a tragedy.,A Greek tragedy.
tragic,adj.,trag- goat; -ic pertaining to,悲劇的; 悲慘的,The tragic death of his son.,A tragic accident.
transfer,n./v.,trans- across; -fer- carry,轉移; 調動; 轉移,He transferred money to his account.,The transfer of power.
transform,v.,trans- across; -form- form,改變; 變形,The caterpillar transformed into a butterfly.,The city was transformed.
translate,v.,trans- across; -lat- carry,翻譯; 轉化,He translated the book into English.,She translated the document.
translation,n.,trans- across; -lat- carry; -ion act/state of,翻譯; 譯文,The translation of the poem.,A good translation.
translator,n.,trans- across; -lat- carry; -or agent,翻譯員; 譯者,He works as a translator.,A professional translator.
transportation,n.,trans- across; -port- carry; -ation act/state of,運輸; 交通,Public transportation is convenient.,The transportation of goods.
tremble,v./n.,tremble- shake,顫抖; 震顫; 顫抖,He trembled with fear.,A slight tremble in his voice.
tremendous,adj.,trem- shake; -end- end; -ous full of,巨大的; 驚人的,He made a tremendous effort.,A tremendous success.
tribal,adj.,trib- tribe; -al pertaining to,部落的; 宗族的,Tribal customs.,Tribal warfare.
triumph,n./v.,tri- three; umph- shout,勝利; 凱旋; 戰勝,He achieved a great triumph.,They triumphed over their enemies.
troublesome,adj.,trouble- trouble; -some full of,麻煩的; 令人煩惱的,He is a troublesome child.,A troublesome problem.
tumble,v./n.,tumble- fall,跌倒; 翻滾; 跌倒,He tumbled down the stairs.,The prices took a tumble.
twig,n.,twig- branch,小枝; 嫩枝,A bird sat on a twig.,The tree has many twigs.
universal,adj./n.,uni- one; -vers- turn; -al pertaining to,普遍的; 全世界的; 普遍真理,He has universal appeal.,Universal human rights.
urge,n./v.,urge- push,衝動; 強烈要求; 敦促,He felt an urge to laugh.,She urged him to stay.
urgent,adj.,urg- press; -ent being,緊急的; 緊迫的,He has an urgent message.,An urgent need.
usage,n.,use- use; -age act/state of,用法; 使用; 慣例,The usage of the word.,The correct usage.
vacancy,n.,vac- empty; -ancy state/quality,空缺; 空房,There is a vacancy for a secretary.,No vacancy.
vain,adj.,van- empty,徒勞的; 自負的,His efforts were in vain.,He is very vain.
vast,adj.,vast- empty,巨大的; 廣闊的,The vast ocean.,A vast amount of money.
vegetarian,n.,veget- plant; -arian person,素食者; 素食的,She is a vegetarian.,A vegetarian diet.
vessel,n.,vess- container,船隻; 容器; 血管,A fishing vessel.,Blood vessels.
violate,v.,viol- force; -ate make/cause to be,違反; 侵犯,He violated the law.,They violated his rights.
violation,n.,viol- force; -ation act/state of,違反; 侵犯,A violation of human rights.,Traffic violation.
virtue,n.,virt- man,美德; 優點,He has many virtues.,Patience is a virtue.
virus,n.,vir- poison,病毒,He caught a computer virus.,The flu virus.
visual,adj.,vis- see; -ual pertaining to,視覺的; 視力的,He has good visual memory.,Visual arts.
vital,adj.,vit- life; -al pertaining to,至關重要的; 充滿活力的,It is vital to your health.,He has vital energy.
voluntary,adj.,vol- will; -untary pertaining to,自願的; 志願的,He made a voluntary contribution.,Voluntary work.
volunteer,n./v.,vol- will; -un- one; -teer- offer,志願者; 自願; 志願,He works as a volunteer.,She volunteered to help.
voyage,n./v.,voy- way; -age act/state of,航行; 航程; 航行,He embarked on a long voyage.,A space voyage.
waken,v.,wak- wake; -en make,喚醒; 醒來,He wakened her.,She wakened early.
website,n.,web- web; site- place,網站,He created a new website.,The company's website.
welfare,n.,well- well; fare- go,福利; 幸福,The welfare of the children.,Social welfare.
wink,n./v.,wink- close eye,眨眼; 眨眼,He gave her a wink.,She winked at him.
wit,n.,wit- know,智慧; 機智; 妙語,He has a sharp wit.,She is full of wit.
witch/wizard,n.,witch- wise woman; wizard- wise man,女巫; 男巫,The witch cast a spell.,The wizard performed magic.
withdraw,v.,with- back; draw- pull,撤回; 取回; 退出,He withdrew his statement.,She withdrew money from the bank.
witness,n./v.,wit- know; -ness- state/quality,證人; 目擊者; 目擊,He was a witness to the accident.,She witnessed the crime.
workout,n.,work- work; out- out,鍛鍊; 訓練,He does a daily workout.,A strenuous workout.
workplace,n.,work- work; place- place,工作場所; 職場,He enjoys his workplace.,A safe workplace.
wreck,n./v.,wreck- break,殘骸; 破壞; 毀壞,The car was a total wreck.,The storm wrecked the ship.
yawn,n./v.,yawn- open mouth,打哈欠; 哈欠,He yawned loudly.,She stifled a yawn.
youthful,adj.,youth- youth; -ful full of,年輕的; 青春的,He has a youthful appearance.,Youthful energy.
